STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,CHAP_9,CHAP_15,TOTAL_OTHER,TOTAL_BCHAP_OTHER,impute,YEAR,QTR_ENDED,FISCAL_YEAR,ST_ABRV
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2010-12-31,1886,1044,8,0,834,52,41,8,0,3,1834,1003,0,831,0,0,NA,NA,0,2010,12/31/10,2011,MS
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2010-12-31,5139,2232,92,2,2813,369,230,90,2,47,4770,2002,2,2766,0,0,NA,NA,2,2010,12/31/10,2011,TX
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2010-12-31,1852,956,37,0,859,141,95,34,0,12,1711,861,3,847,0,0,NA,NA,0,2010,12/31/10,2011,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2010-12-31,4239,1580,91,2,2565,292,184,82,2,23,3947,1396,9,2542,0,0,NA,NA,2,2010,12/31/10,2011,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2010-12-31,3205,1590,53,1,1561,195,126,45,1,23,3010,1464,8,1538,0,0,NA,NA,1,2010,12/31/10,2011,TX
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2010-12-31,2646,1958,11,0,677,72,57,11,0,4,2574,1901,0,673,0,0,NA,NA,0,2010,12/31/10,2011,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2010-12-31,2744,1963,15,1,765,53,32,15,1,5,2691,1931,0,760,0,0,NA,NA,1,2010,12/31/10,2011,KY
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2010-12-31,11405,9297,57,3,2048,313,241,49,3,20,11092,9056,8,2028,0,0,NA,NA,3,2010,12/31/10,2011,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2010-12-31,3640,3082,12,5,541,132,106,10,5,11,3508,2976,2,530,0,0,NA,NA,5,2010,12/31/10,2011,MI
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2010-12-31,8365,6749,14,1,1601,203,169,14,1,19,8162,6580,0,1582,0,0,NA,NA,1,2010,12/31/10,2011,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2010-12-31,7178,4866,8,0,2304,180,147,7,0,26,6998,4719,1,2278,0,0,NA,NA,0,2010,12/31/10,2011,OH
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2010-12-31,3903,2375,29,3,1496,89,62,21,3,3,3814,2313,8,1493,0,0,NA,NA,3,2010,12/31/10,2011,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2010-12-31,3441,1931,35,2,1473,111,82,22,2,5,3330,1849,13,1468,0,0,NA,NA,2,2010,12/31/10,2011,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2010-12-31,4465,1307,19,0,3139,76,48,17,0,11,4389,1259,2,3128,0,0,NA,NA,0,2010,12/31/10,2011,TN
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2010-12-31,15523,11707,82,3,3730,429,341,74,3,11,15094,11366,8,3719,0,0,NA,NA,3,2010,12/31/10,2011,IL
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2010-12-31,2292,1771,6,0,515,63,49,6,0,8,2229,1722,0,507,0,0,NA,NA,0,2010,12/31/10,2011,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2010-12-31,1371,806,2,0,563,37,26,2,0,9,1334,780,0,554,0,0,NA,NA,0,2010,12/31/10,2011,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2010-12-31,3777,2883,11,1,882,64,45,11,1,7,3713,2838,0,875,0,0,NA,NA,1,2010,12/31/10,2011,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2010-12-31,6164,4261,17,0,1886,133,106,17,0,10,6031,4155,0,1876,0,0,NA,NA,0,2010,12/31/10,2011,IN
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2010-12-31,4531,3441,12,0,1078,119,94,12,0,13,4412,3347,0,1065,0,0,NA,NA,0,2010,12/31/10,2011,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2010-12-31,2181,1889,13,5,274,101,79,10,5,7,2080,1810,3,267,0,0,NA,NA,5,2010,12/31/10,2011,WI
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2010-12-31,2251,1084,7,0,1160,51,37,6,0,8,2200,1047,1,1152,0,0,NA,NA,0,2010,12/31/10,2011,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2010-12-31,1578,946,7,7,618,60,43,6,7,4,1518,903,1,614,0,0,NA,NA,7,2010,12/31/10,2011,AR
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2010-12-31,750,701,2,4,43,44,39,0,4,1,706,662,2,42,0,0,NA,NA,4,2010,12/31/10,2011,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2010-12-31,1291,1148,9,0,134,63,55,8,0,0,1228,1093,1,134,0,0,NA,NA,0,2010,12/31/10,2011,IA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2010-12-31,4996,4232,30,2,732,188,147,29,2,10,4808,4085,1,722,0,0,NA,NA,2,2010,12/31/10,2011,MN
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2010-12-31,3970,2736,10,1,1223,87,71,10,1,5,3883,2665,0,1218,0,0,NA,NA,1,2010,12/31/10,2011,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2010-12-31,3627,2568,20,3,1036,99,72,18,3,6,3528,2496,2,1030,0,0,NA,NA,3,2010,12/31/10,2011,MO
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2010-12-31,1871,1303,24,5,538,94,54,24,5,10,1777,1249,0,528,0,0,NA,NA,5,2010,12/31/10,2011,NE
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2010-12-31,377,334,3,0,40,22,19,3,0,0,355,315,0,40,0,0,NA,NA,0,2010,12/31/10,2011,ND
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2010-12-31,461,403,0,0,58,20,17,0,0,3,441,386,0,55,0,0,NA,NA,0,2010,12/31/10,2011,SD
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2010-12-31,261,225,0,1,35,16,13,0,1,2,245,212,0,33,0,0,NA,NA,1,2010,12/31/10,2011,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2010-12-31,10025,8300,125,1,1598,354,246,92,1,14,9671,8054,33,1584,0,0,NA,NA,1,2010,12/31/10,2011,AZ
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2010-12-31,9312,6006,107,2,3194,336,226,60,2,45,8976,5780,47,3149,0,0,NA,NA,2,2010,12/31/10,2011,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2010-12-31,12794,10312,26,4,2452,128,94,14,4,16,12666,10218,12,2436,0,0,NA,NA,4,2010,12/31/10,2011,CA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2010-12-31,34456,26001,253,2,8200,1241,1001,175,2,63,33215,25000,78,8137,0,0,NA,NA,2,2010,12/31/10,2011,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2010-12-31,5481,4357,35,0,1089,160,129,18,0,13,5321,4228,17,1076,0,0,NA,NA,0,2010,12/31/10,2011,CA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2010-12-31,934,688,8,0,238,35,26,7,0,2,899,662,1,236,0,0,NA,NA,0,2010,12/31/10,2011,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2010-12-31,1955,1677,17,2,259,82,66,13,2,1,1873,1611,4,258,0,0,NA,NA,2,2010,12/31/10,2011,ID
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2010-12-31,580,476,2,3,99,30,20,2,3,5,550,456,0,94,0,0,NA,NA,3,2010,12/31/10,2011,MT
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2010-12-31,6884,5115,94,1,1674,222,152,62,1,7,6662,4963,32,1667,0,0,NA,NA,1,2010,12/31/10,2011,NV
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2010-12-31,4502,3429,12,6,1055,141,103,11,6,21,4361,3326,1,1034,0,0,NA,NA,6,2010,12/31/10,2011,OR
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2010-12-31,1577,1216,3,2,356,57,48,3,2,4,1520,1168,0,352,0,0,NA,NA,2,2010,12/31/10,2011,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2010-12-31,6485,4956,73,2,1454,243,158,60,2,23,6242,4798,13,1431,0,0,NA,NA,2,2010,12/31/10,2011,WA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2010-12-31,24,20,0,0,4,2,2,0,0,0,22,18,0,4,0,0,NA,NA,0,2010,12/31/10,2011,GU
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2010-12-31,2,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,NA,NA,0,2010,12/31/10,2011,NMI
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2010-12-31,7461,6200,24,2,1235,268,226,21,2,19,7193,5974,3,1216,0,0,NA,NA,2,2010,12/31/10,2011,CO
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2010-12-31,2511,1688,16,8,799,73,38,15,8,12,2438,1650,1,787,0,0,NA,NA,8,2010,12/31/10,2011,KS
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2010-12-31,1482,1338,14,1,129,69,54,13,1,1,1413,1284,1,128,0,0,NA,NA,1,2010,12/31/10,2011,NM
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2010-12-31,1027,919,1,0,107,30,28,1,0,1,997,891,0,106,0,0,NA,NA,0,2010,12/31/10,2011,OK
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2010-12-31,554,496,1,5,52,18,12,1,5,0,536,484,0,52,0,0,NA,NA,5,2010,12/31/10,2011,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2010-12-31,1735,1320,15,0,400,67,49,15,0,3,1668,1271,0,397,0,0,NA,NA,0,2010,12/31/10,2011,OK
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2010-12-31,4495,2881,28,1,1585,183,144,26,1,12,4312,2737,2,1573,0,0,NA,NA,1,2010,12/31/10,2011,UT
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2010-12-31,352,281,1,0,70,16,14,1,0,1,336,267,0,69,0,0,NA,NA,0,2010,12/31/10,2011,WY
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2010-12-31,4619,2159,22,3,2435,110,84,20,3,3,4509,2075,2,2432,0,0,NA,NA,3,2010,12/31/10,2011,AL
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2010-12-31,1959,520,8,1,1430,41,28,7,1,5,1918,492,1,1425,0,0,NA,NA,1,2010,12/31/10,2011,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2010-12-31,1483,512,11,0,960,28,15,10,0,3,1455,497,1,957,0,0,NA,NA,0,2010,12/31/10,2011,AL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2010-12-31,1187,1042,5,0,140,61,55,5,0,1,1126,987,0,139,0,0,NA,NA,0,2010,12/31/10,2011,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2010-12-31,15397,11437,172,3,3785,645,460,145,3,37,14752,10977,27,3748,0,0,NA,NA,3,2010,12/31/10,2011,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2010-12-31,9992,7129,85,1,2774,389,283,78,1,24,9603,6846,7,2750,0,0,NA,NA,1,2010,12/31/10,2011,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2010-12-31,13858,7849,65,3,5941,430,353,55,3,19,13428,7496,10,5922,0,0,NA,NA,3,2010,12/31/10,2011,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2010-12-31,3208,1146,18,8,2036,121,73,17,8,23,3087,1073,1,2013,0,0,NA,NA,8,2010,12/31/10,2011,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2010-12-31,2522,566,21,5,1930,68,38,18,5,7,2454,528,3,1923,0,0,NA,NA,5,2010,12/31/10,2011,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2011-03-31,254,207,9,0,38,19,8,9,0,2,235,199,0,36,0,0,NA,NA,0,2011,03/31/11,2011,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2011-03-31,900,758,3,2,137,53,45,2,2,4,847,713,1,133,0,0,NA,NA,2,2011,03/31/11,2011,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2011-03-31,4884,3737,45,5,1097,123,79,36,5,3,4761,3658,9,1094,0,0,NA,NA,5,2011,03/31/11,2011,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2011-03-31,1381,1049,11,0,321,147,116,11,0,20,1234,933,0,301,0,0,NA,NA,0,2011,03/31/11,2011,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2011-03-31,1329,1125,3,0,201,43,37,3,0,3,1286,1088,0,198,0,0,NA,NA,0,2011,03/31/11,2011,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2011-03-31,2851,991,51,12,1797,112,30,45,12,25,2739,961,6,1772,0,0,NA,NA,12,2011,03/31/11,2011,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2011-03-31,2456,2186,33,0,237,105,76,24,0,5,2351,2110,9,232,0,0,NA,NA,0,2011,03/31/11,2011,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2011-03-31,2526,1949,10,7,560,62,36,10,7,9,2464,1913,0,551,0,0,NA,NA,7,2011,03/31/11,2011,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2011-03-31,4930,4507,53,0,369,179,124,48,0,6,4751,4383,5,363,0,0,NA,NA,0,2011,03/31/11,2011,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2011-03-31,2987,2379,169,0,436,263,87,166,0,7,2724,2292,3,429,0,0,NA,NA,0,2011,03/31/11,2011,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2011-03-31,1767,1276,6,3,482,72,49,6,3,14,1695,1227,0,468,0,0,NA,NA,3,2011,03/31/11,2011,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2011-03-31,289,232,0,1,56,12,8,0,1,3,277,224,0,53,0,0,NA,NA,1,2011,03/31/11,2011,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2011-03-31,1004,641,93,1,251,141,26,93,1,3,863,615,0,248,0,0,NA,NA,1,2011,03/31/11,2011,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2011-03-31,10478,8275,103,1,2099,330,212,92,1,25,10148,8063,11,2074,0,0,NA,NA,1,2011,03/31/11,2011,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2011-03-31,3506,2384,31,1,1090,103,66,28,1,8,3403,2318,3,1082,0,0,NA,NA,1,2011,03/31/11,2011,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2011-03-31,2481,1801,14,1,665,85,56,14,1,14,2396,1745,0,651,0,0,NA,NA,1,2011,03/31/11,2011,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2011-03-31,3047,2296,34,2,715,99,56,30,2,11,2948,2240,4,704,0,0,NA,NA,2,2011,03/31/11,2011,PA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2011-03-31,6,5,1,0,0,1,0,1,0,0,5,5,0,0,0,0,NA,NA,0,2011,03/31/11,2011,VI
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2011-03-31,6906,5471,43,1,1391,162,120,31,1,10,6744,5351,12,1381,0,0,NA,NA,1,2011,03/31/11,2011,MD
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2011-03-31,2555,967,29,1,1558,100,62,28,1,9,2455,905,1,1549,0,0,NA,NA,1,2011,03/31/11,2011,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2011-03-31,1587,809,6,0,772,78,60,6,0,12,1509,749,0,760,0,0,NA,NA,0,2011,03/31/11,2011,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2011-03-31,1944,1361,22,0,561,97,74,19,0,4,1847,1287,3,557,0,0,NA,NA,0,2011,03/31/11,2011,NC
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2011-03-31,2166,1048,24,2,1092,94,74,13,2,5,2072,974,11,1087,0,0,NA,NA,2,2011,03/31/11,2011,SC
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2011-03-31,6801,4526,62,2,2211,212,144,54,2,12,6589,4382,8,2199,0,0,NA,NA,2,2011,03/31/11,2011,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2011-03-31,2081,1499,11,0,571,46,36,8,0,2,2035,1463,3,569,0,0,NA,NA,0,2011,03/31/11,2011,VA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2011-03-31,617,534,4,0,79,31,24,3,0,4,586,510,1,75,0,0,NA,NA,0,2011,03/31/11,2011,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2011-03-31,743,651,11,0,81,31,19,11,0,1,712,632,0,80,0,0,NA,NA,0,2011,03/31/11,2011,WV
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2011-03-31,1080,550,8,0,522,57,43,7,0,7,1023,507,1,515,0,0,NA,NA,0,2011,03/31/11,2011,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2011-03-31,483,253,2,0,228,20,17,2,0,1,463,236,0,227,0,0,NA,NA,0,2011,03/31/11,2011,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2011-03-31,2730,780,14,3,1933,75,30,12,3,30,2655,750,2,1903,0,0,NA,NA,3,2011,03/31/11,2011,LA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2011-03-31,1563,886,9,2,666,54,39,9,2,4,1509,847,0,662,0,0,NA,NA,2,2011,03/31/11,2011,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2011-03-31,2011,1255,3,0,753,55,46,3,0,6,1956,1209,0,747,0,0,NA,NA,0,2011,03/31/11,2011,MS
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2011-03-31,4722,2134,88,5,2494,308,182,87,5,33,4414,1952,1,2461,0,0,NA,NA,5,2011,03/31/11,2011,TX
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2011-03-31,1790,972,19,2,797,128,92,19,2,15,1662,880,0,782,0,0,NA,NA,2,2011,03/31/11,2011,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2011-03-31,3624,1449,92,2,2081,228,121,88,2,17,3396,1328,4,2064,0,0,NA,NA,2,2011,03/31/11,2011,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2011-03-31,3057,1675,50,4,1328,217,139,45,4,29,2840,1536,5,1299,0,0,NA,NA,4,2011,03/31/11,2011,TX
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2011-03-31,3070,2301,5,1,763,40,30,5,1,4,3030,2271,0,759,0,0,NA,NA,1,2011,03/31/11,2011,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2011-03-31,3081,2371,7,3,700,60,46,7,3,4,3021,2325,0,696,0,0,NA,NA,3,2011,03/31/11,2011,KY
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2011-03-31,12652,10511,48,2,2091,328,261,42,2,23,12324,10250,6,2068,0,0,NA,NA,2,2011,03/31/11,2011,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2011-03-31,3966,3452,7,6,501,140,115,7,6,12,3826,3337,0,489,0,0,NA,NA,6,2011,03/31/11,2011,MI
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2011-03-31,7945,6427,30,0,1488,186,145,29,0,12,7759,6282,1,1476,0,0,NA,NA,0,2011,03/31/11,2011,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2011-03-31,7333,5057,20,5,2251,189,140,20,5,24,7144,4917,0,2227,0,0,NA,NA,5,2011,03/31/11,2011,OH
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2011-03-31,4274,2803,20,4,1447,95,66,17,4,8,4179,2737,3,1439,0,0,NA,NA,4,2011,03/31/11,2011,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2011-03-31,3441,2137,22,2,1280,87,63,16,2,6,3354,2074,6,1274,0,0,NA,NA,2,2011,03/31/11,2011,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2011-03-31,4344,1516,17,0,2811,63,42,14,0,7,4281,1474,3,2804,0,0,NA,NA,0,2011,03/31/11,2011,TN
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2011-03-31,15779,12122,107,0,3550,461,354,98,0,9,15318,11768,9,3541,0,0,NA,NA,0,2011,03/31/11,2011,IL
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2011-03-31,2287,1843,9,1,434,52,37,9,1,5,2235,1806,0,429,0,0,NA,NA,1,2011,03/31/11,2011,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2011-03-31,1387,866,6,2,513,28,19,6,2,1,1359,847,0,512,0,0,NA,NA,2,2011,03/31/11,2011,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2011-03-31,4012,3159,7,0,846,70,57,6,0,7,3942,3102,1,839,0,0,NA,NA,0,2011,03/31/11,2011,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2011-03-31,5910,4132,18,1,1759,107,80,16,1,10,5803,4052,2,1749,0,0,NA,NA,1,2011,03/31/11,2011,IN
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2011-03-31,4673,3562,7,1,1103,123,101,7,1,14,4550,3461,0,1089,0,0,NA,NA,1,2011,03/31/11,2011,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2011-03-31,2119,1827,9,4,279,75,57,7,4,7,2044,1770,2,272,0,0,NA,NA,4,2011,03/31/11,2011,WI
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2011-03-31,2238,1155,8,0,1075,54,38,8,0,8,2184,1117,0,1067,0,0,NA,NA,0,2011,03/31/11,2011,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2011-03-31,1598,1017,15,4,562,67,39,15,4,9,1531,978,0,553,0,0,NA,NA,4,2011,03/31/11,2011,AR
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2011-03-31,732,699,0,1,32,35,32,0,1,2,697,667,0,30,0,0,NA,NA,1,2011,03/31/11,2011,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2011-03-31,1321,1185,5,1,130,45,38,5,1,1,1276,1147,0,129,0,0,NA,NA,1,2011,03/31/11,2011,IA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2011-03-31,5186,4465,17,1,703,154,127,16,1,10,5032,4338,1,693,0,0,NA,NA,1,2011,03/31/11,2011,MN
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2011-03-31,3737,2653,9,3,1072,57,44,7,3,3,3680,2609,2,1069,0,0,NA,NA,3,2011,03/31/11,2011,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2011-03-31,3376,2453,15,1,907,95,67,13,1,14,3281,2386,2,893,0,0,NA,NA,1,2011,03/31/11,2011,MO
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2011-03-31,1781,1286,12,4,479,69,50,12,4,3,1712,1236,0,476,0,0,NA,NA,4,2011,03/31/11,2011,NE
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2011-03-31,347,315,4,0,28,18,14,4,0,0,329,301,0,28,0,0,NA,NA,0,2011,03/31/11,2011,ND
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2011-03-31,443,394,1,1,47,17,12,0,1,4,426,382,1,43,0,0,NA,NA,1,2011,03/31/11,2011,SD
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2011-03-31,262,226,1,0,35,17,15,1,0,1,245,211,0,34,0,0,NA,NA,0,2011,03/31/11,2011,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2011-03-31,9225,7585,141,5,1494,362,243,100,5,14,8863,7342,41,1480,0,0,NA,NA,5,2011,03/31/11,2011,AZ
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2011-03-31,9351,6052,116,7,3174,342,225,67,7,41,9009,5827,49,3133,0,0,NA,NA,7,2011,03/31/11,2011,CA
