STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12_full,QTR_ENDED,DATE,CHAP_12,impute,impute1
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,6,12/31/96,1996-12-31,2,2,NA
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,8,12/31/96,1996-12-31,1,1,NA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,7,12/31/96,1996-12-31,1,1,NA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,12/31/96,1996-12-31,0,0,NA
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
NA,TOTAL,NA,FIFTH CIRCUIT,211,12/31/96,1996-12-31,40,40,NA
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5,12/31/96,1996-12-31,1,1,NA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2,12/31/96,1996-12-31,0,0,NA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,61,12/31/96,1996-12-31,18,18,NA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,20,12/31/96,1996-12-31,5,5,NA
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,3,12/31/96,1996-12-31,2,2,NA
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,50,12/31/96,1996-12-31,9,9,NA
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,36,12/31/96,1996-12-31,2,2,NA
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,14,12/31/96,1996-12-31,0,0,NA
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,20,12/31/96,1996-12-31,3,3,NA
NA,TOTAL,NA,SIXTH CIRCUIT,81,12/31/96,1996-12-31,19,19,NA
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,7,12/31/96,1996-12-31,2,2,NA
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6,12/31/96,1996-12-31,1,1,NA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,15,12/31/96,1996-12-31,3,3,NA
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,8,12/31/96,1996-12-31,3,3,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,12,12/31/96,1996-12-31,3,3,NA
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,12,12/31/96,1996-12-31,1,1,NA
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,11,12/31/96,1996-12-31,4,4,NA
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,8,12/31/96,1996-12-31,2,2,NA
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,2,12/31/96,1996-12-31,0,0,NA
NA,TOTAL,NA,SEVENTH CIRCUIT,94,12/31/96,1996-12-31,21,21,NA
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,22,12/31/96,1996-12-31,6,6,NA
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,9,12/31/96,1996-12-31,0,0,NA
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,4,12/31/96,1996-12-31,1,1,NA
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,13,12/31/96,1996-12-31,2,2,NA
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,12,12/31/96,1996-12-31,2,2,NA
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,34,12/31/96,1996-12-31,10,10,NA
NA,TOTAL,NA,EIGHTH CIRCUIT,251,12/31/96,1996-12-31,48,48,NA
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,7,12/31/96,1996-12-31,0,0,NA
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,14,12/31/96,1996-12-31,4,4,NA
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,11,12/31/96,1996-12-31,1,1,NA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,3,12/31/96,1996-12-31,1,1,NA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,28,12/31/96,1996-12-31,4,4,NA
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,4,12/31/96,1996-12-31,0,0,NA
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,24,12/31/96,1996-12-31,5,5,NA
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,72,12/31/96,1996-12-31,10,10,NA
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,49,12/31/96,1996-12-31,18,18,NA
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,39,12/31/96,1996-12-31,5,5,NA
NA,TOTAL,NA,NINTH CIRCUIT,125,12/31/96,1996-12-31,23,23,NA
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,2,12/31/96,1996-12-31,1,1,NA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,7,12/31/96,1996-12-31,0,0,NA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,44,12/31/96,1996-12-31,6,6,NA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,6,12/31/96,1996-12-31,1,1,NA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,12/31/96,1996-12-31,0,0,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
IDAHO,IDAHO,ID,NINTH CIRCUIT,20,12/31/96,1996-12-31,0,0,NA
MONTANA,MONTANA,MT,NINTH CIRCUIT,16,12/31/96,1996-12-31,7,7,NA
NEVADA,NEVADA,NV,NINTH CIRCUIT,4,12/31/96,1996-12-31,2,2,NA
OREGON,OREGON,OR,NINTH CIRCUIT,9,12/31/96,1996-12-31,3,3,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,12,12/31/96,1996-12-31,3,3,NA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,3,12/31/96,1996-12-31,0,0,NA
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,12/31/96,1996-12-31,0,0,NA
NA,TOTAL,NA,TENTH CIRCUIT,120,12/31/96,1996-12-31,27,27,NA
COLORADO,COLORADO,CO,TENTH CIRCUIT,18,12/31/96,1996-12-31,4,4,NA
KANSAS,KANSAS,KS,TENTH CIRCUIT,35,12/31/96,1996-12-31,5,5,NA
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,8,12/31/96,1996-12-31,3,3,NA
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,12/31/96,1996-12-31,2,2,NA
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10,12/31/96,1996-12-31,2,2,NA
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,40,12/31/96,1996-12-31,8,8,NA
UTAH,UTAH,UT,TENTH CIRCUIT,3,12/31/96,1996-12-31,2,2,NA
WYOMING,WYOMING,WY,TENTH CIRCUIT,3,12/31/96,1996-12-31,1,1,NA
NA,TOTAL,NA,ELEVENTH CIRCUIT,78,12/31/96,1996-12-31,14,14,NA
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,3,12/31/96,1996-12-31,0,0,NA
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,3,12/31/96,1996-12-31,1,1,NA
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4,12/31/96,1996-12-31,0,0,NA
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,4,12/31/96,1996-12-31,1,1,NA
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,17,12/31/96,1996-12-31,4,4,NA
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,2,12/31/96,1996-12-31,2,2,NA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,2,12/31/96,1996-12-31,1,1,NA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,34,12/31/96,1996-12-31,4,4,NA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,9,12/31/96,1996-12-31,1,1,NA
NA,TOTAL,NA,TOTAL,1096,09/30/96,1996-09-30,229,229,NA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,FIRST CIRCUIT,13,09/30/96,1996-09-30,3,3,NA
MAINE,MAINE,ME,FIRST CIRCUIT,5,09/30/96,1996-09-30,2,2,NA
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,09/30/96,1996-09-30,1,1,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,4,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,SECOND CIRCUIT,39,09/30/96,1996-09-30,12,12,NA
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,1,09/30/96,1996-09-30,0,0,NA
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,24,09/30/96,1996-09-30,8,8,NA
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,4,09/30/96,1996-09-30,3,3,NA
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
VERMONT,VERMONT,VT,SECOND CIRCUIT,7,09/30/96,1996-09-30,1,1,NA
NA,TOTAL,NA,THIRD CIRCUIT,20,09/30/96,1996-09-30,5,5,NA
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3,09/30/96,1996-09-30,1,1,NA
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,5,09/30/96,1996-09-30,2,2,NA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,2,09/30/96,1996-09-30,0,0,NA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7,09/30/96,1996-09-30,2,2,NA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,FOURTH CIRCUIT,44,09/30/96,1996-09-30,8,8,NA
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,12,09/30/96,1996-09-30,2,2,NA
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,3,09/30/96,1996-09-30,1,1,NA
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,6,09/30/96,1996-09-30,1,1,NA
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,8,09/30/96,1996-09-30,2,2,NA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,11,09/30/96,1996-09-30,2,2,NA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,09/30/96,1996-09-30,0,0,NA
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,FIFTH CIRCUIT,209,09/30/96,1996-09-30,40,40,NA
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,4,09/30/96,1996-09-30,0,0,NA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2,09/30/96,1996-09-30,0,0,NA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,50,09/30/96,1996-09-30,11,11,NA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,16,09/30/96,1996-09-30,4,4,NA
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,4,09/30/96,1996-09-30,0,0,NA
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,56,09/30/96,1996-09-30,13,13,NA
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,41,09/30/96,1996-09-30,5,5,NA
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,17,09/30/96,1996-09-30,4,4,NA
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,19,09/30/96,1996-09-30,3,3,NA
NA,TOTAL,NA,SIXTH CIRCUIT,87,09/30/96,1996-09-30,16,16,NA
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,7,09/30/96,1996-09-30,3,3,NA
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,7,09/30/96,1996-09-30,2,2,NA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,13,09/30/96,1996-09-30,3,3,NA
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,8,09/30/96,1996-09-30,0,0,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,16,09/30/96,1996-09-30,0,0,NA
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,17,09/30/96,1996-09-30,3,3,NA
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,9,09/30/96,1996-09-30,3,3,NA
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,7,09/30/96,1996-09-30,1,1,NA
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,3,09/30/96,1996-09-30,1,1,NA
NA,TOTAL,NA,SEVENTH CIRCUIT,88,09/30/96,1996-09-30,18,18,NA
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,18,09/30/96,1996-09-30,2,2,NA
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,10,09/30/96,1996-09-30,3,3,NA
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,3,09/30/96,1996-09-30,1,1,NA
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,15,09/30/96,1996-09-30,1,1,NA
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,11,09/30/96,1996-09-30,2,2,NA
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,31,09/30/96,1996-09-30,9,9,NA
NA,TOTAL,NA,EIGHTH CIRCUIT,242,09/30/96,1996-09-30,48,48,NA
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8,09/30/96,1996-09-30,3,3,NA
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,11,09/30/96,1996-09-30,0,0,NA
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,13,09/30/96,1996-09-30,3,3,NA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,2,09/30/96,1996-09-30,1,1,NA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,31,09/30/96,1996-09-30,8,8,NA
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,4,09/30/96,1996-09-30,1,1,NA
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,26,09/30/96,1996-09-30,2,2,NA
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,70,09/30/96,1996-09-30,12,12,NA
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,38,09/30/96,1996-09-30,7,7,NA
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,39,09/30/96,1996-09-30,11,11,NA
NA,TOTAL,NA,NINTH CIRCUIT,149,09/30/96,1996-09-30,34,34,NA
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,1,09/30/96,1996-09-30,1,1,NA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,11,09/30/96,1996-09-30,3,3,NA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,48,09/30/96,1996-09-30,11,11,NA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9,09/30/96,1996-09-30,1,1,NA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,09/30/96,1996-09-30,1,1,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
IDAHO,IDAHO,ID,NINTH CIRCUIT,25,09/30/96,1996-09-30,7,7,NA
MONTANA,MONTANA,MT,NINTH CIRCUIT,18,09/30/96,1996-09-30,3,3,NA
NEVADA,NEVADA,NV,NINTH CIRCUIT,5,09/30/96,1996-09-30,1,1,NA
OREGON,OREGON,OR,NINTH CIRCUIT,11,09/30/96,1996-09-30,4,4,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,16,09/30/96,1996-09-30,1,1,NA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,3,09/30/96,1996-09-30,1,1,NA
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,TENTH CIRCUIT,117,09/30/96,1996-09-30,28,28,NA
COLORADO,COLORADO,CO,TENTH CIRCUIT,19,09/30/96,1996-09-30,3,3,NA
KANSAS,KANSAS,KS,TENTH CIRCUIT,36,09/30/96,1996-09-30,7,7,NA
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,8,09/30/96,1996-09-30,3,3,NA
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,1,09/30/96,1996-09-30,0,0,NA
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10,09/30/96,1996-09-30,4,4,NA
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,39,09/30/96,1996-09-30,10,10,NA
UTAH,UTAH,UT,TENTH CIRCUIT,2,09/30/96,1996-09-30,1,1,NA
WYOMING,WYOMING,WY,TENTH CIRCUIT,2,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,ELEVENTH CIRCUIT,88,09/30/96,1996-09-30,17,17,NA
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,2,09/30/96,1996-09-30,1,1,NA
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4,09/30/96,1996-09-30,1,1,NA
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,4,09/30/96,1996-09-30,0,0,NA
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,22,09/30/96,1996-09-30,4,4,NA
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,3,09/30/96,1996-09-30,0,0,NA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,2,09/30/96,1996-09-30,1,1,NA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,37,09/30/96,1996-09-30,10,10,NA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11,09/30/96,1996-09-30,0,0,NA
NA,TOTAL,NA,TOTAL,1063,06/30/96,1996-06-30,314,314,NA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,06/30/96,1996-06-30,0,0,NA
NA,TOTAL,NA,FIRST CIRCUIT,11,06/30/96,1996-06-30,2,2,NA
MAINE,MAINE,ME,FIRST CIRCUIT,3,06/30/96,1996-06-30,0,0,NA
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,3,06/30/96,1996-06-30,0,0,NA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,06/30/96,1996-06-30,0,0,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,06/30/96,1996-06-30,0,0,NA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,4,06/30/96,1996-06-30,2,2,NA
NA,TOTAL,NA,SECOND CIRCUIT,35,06/30/96,1996-06-30,13,13,NA
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2,06/30/96,1996-06-30,1,1,NA
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,21,06/30/96,1996-06-30,7,7,NA
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,06/30/96,1996-06-30,0,0,NA
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,3,06/30/96,1996-06-30,3,3,NA
VERMONT,VERMONT,VT,SECOND CIRCUIT,7,06/30/96,1996-06-30,2,2,NA
NA,TOTAL,NA,THIRD CIRCUIT,25,06/30/96,1996-06-30,6,6,NA
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,2,06/30/96,1996-06-30,2,2,NA
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3,06/30/96,1996-06-30,1,1,NA
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3,06/30/96,1996-06-30,1,1,NA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,5,06/30/96,1996-06-30,1,1,NA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,12,06/30/96,1996-06-30,1,1,NA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,06/30/96,1996-06-30,0,0,NA
NA,TOTAL,NA,FOURTH CIRCUIT,48,06/30/96,1996-06-30,16,16,NA
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,3,06/30/96,1996-06-30,0,0,NA
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,14,06/30/96,1996-06-30,5,5,NA
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,06/30/96,1996-06-30,3,3,NA
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,6,06/30/96,1996-06-30,3,3,NA
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,8,06/30/96,1996-06-30,3,3,NA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9,06/30/96,1996-06-30,2,2,NA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,06/30/96,1996-06-30,0,0,NA
NA,TOTAL,NA,FIFTH CIRCUIT,201,06/30/96,1996-06-30,59,59,NA
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,4,06/30/96,1996-06-30,2,2,NA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,44,06/30/96,1996-06-30,16,16,NA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,15,06/30/96,1996-06-30,5,5,NA
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6,06/30/96,1996-06-30,0,0,NA
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,54,06/30/96,1996-06-30,15,15,NA
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,43,06/30/96,1996-06-30,12,12,NA
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,15,06/30/96,1996-06-30,2,2,NA
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,18,06/30/96,1996-06-30,7,7,NA
NA,TOTAL,NA,SIXTH CIRCUIT,87,06/30/96,1996-06-30,31,31,NA
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,4,06/30/96,1996-06-30,2,2,NA
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6,06/30/96,1996-06-30,2,2,NA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,15,06/30/96,1996-06-30,7,7,NA
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,12,06/30/96,1996-06-30,4,4,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,18,06/30/96,1996-06-30,5,5,NA
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,14,06/30/96,1996-06-30,3,3,NA
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,10,06/30/96,1996-06-30,4,4,NA
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6,06/30/96,1996-06-30,4,4,NA
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
NA,TOTAL,NA,SEVENTH CIRCUIT,90,06/30/96,1996-06-30,26,26,NA
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,0,06/30/96,1996-06-30,0,0,NA
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,20,06/30/96,1996-06-30,7,7,NA
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7,06/30/96,1996-06-30,5,5,NA
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,2,06/30/96,1996-06-30,0,0,NA
